,id,original,translation
25949,b44df663-dcb4-9f01-bd18-c5d7cbcc16bc," 'Od’s lifelings, here he is!—You broke my head for  nothing, and that that I did, I was set on to do ’t by  Sir Toby. ","By God, here he is!—You broke my head for no reason. I didn't do anything, and whatever I did, Sir Toby made me do."
25950,40401-1502742144966-44485, Why do you speak to me? I never hurt you. ,Why are you saying this to me? I never hurt you.
25951,40401-1502742151540-17702," You drew your sword upon me without cause,   But I bespoke you fair and hurt you not. "," You drew your sword against me without a good reason, but I spoke politely to you and didn't hurt you."
25952,0e5a92c0-a249-4fd5-9ff5-bb29110e87ec," If a bloody coxcomb be a hurt, you have hurt me. I  think you set nothing by a bloody coxcomb. ","If a bloody head is an injury, then you've hurt me. I don't think you care at all about a bloody head."
25953,40404-1502742164641-30586, Here comes Sir Toby halting. You shall hear more. ,"Here comes Sir Toby, limping. He'll tell you more about what happened. "
25954,40404-1502742170049-93155," But  if he had not been in drink, he would have tickled you  othergates than he did. ","If he hadn't been drunk, he would have hurt you more than he did."
25955,8a8fa1aa-7db3-e697-6915-c9aaf92bb89c," How now, gentleman? How is ’t with you? ","Hello, gentleman! How are you?"
25956,9c0eafbc-008a-0a0b-3efb-31d0666a9b60," That’s all one: has hurt me, and there’s the end on ’t.     Sot, didst see Dick Surgeon, sot?","It doesn't matter: he has hurt me, and that's all there is to it.  You drunken fool, have you seen Dick the surgeon?"
25957,b7404426-da9c-ea8a-47f9-99f234895784," Oh, he’s drunk, Sir Toby, an hour agone. His eyes were  set at eight i' the morning. ","Oh, he's drunk, Sir Toby, since an hour ago. He was cross eyed at eight in the morning."
25958,7416cf18-b240-9a52-65c9-a8c27d3a8856," Then he’s a rogue, and a passy-measures pavin. I hate a drunken rogue. ","Then he's a rogue, and I hate a drunken rogue. He spins and sways like he's doing a slow dance."
25959,e07f15e0-cd20-7f57-5751-e91924bbed4f, Away with him! Who hath made this havoc with them? ,Take him away! Who has caused all this trouble?
25960,945ec53a-3755-2f57-78f5-1b7cc89c6aff," I’ll help you, Sir Toby, because we’ll be dressed  together. ","I'll help you, Sir Toby. They'll bandage us up together."
25961,0e1c91ab-6223-acc6-2142-e6fa068fb952," Will you help?—An ass-head, and a coxcomb, and a knave, a thin-faced knave, a gull! ","Will you help me—an ass, and a fool, and a bastard, a gullible skinny bastard?"
25962,c664dc3f-1cc2-2409-db59-c5246379d43c," Get him to bed, and let his hurt be looked to. ","Get him to bed, and make sure his wounds are tended to."
25963,40415-1502742186789-24446," I am sorry, madam, I have hurt your kinsman,   But, had it been the brother of my blood,   I must have done no less with wit and safety. ","I am sorry, madam. I've hurt your relative, but I would've had to do the same thing even to my own brother, for I was acting in self-defense. "
25964,40415-1502742193424-40561," You throw a strange regard upon me, and by that   I do perceive it hath offended you. ","You're looking at me like I'm a stranger, so I can tell that I've offended you."
25965,40415-1502742199180-66494," Pardon me, sweet one, even for the vows   We made each other but so late ago. "," Forgive me, sweet one, for the sake of the vows we made to each other so recently."
25966,c105fed3-8f32-4a95-7f99-7ecd1ad567a6," One face, one voice, one habit, and two persons! A natural perspective, that is and is not! ",@
25967,d63d3845-1f32-c152-245e-817487b583aa," Antonio, O my dear Antonio! How have the hours racked and tortured me Since I have lost thee! ","Antonio, oh my dear Antonio! How time has tortured me ever since I lost you!"
25968,b27bfdb2-845d-2e2e-bf43-c4818673fbcd, Sebastian are you? ,"Are you Sebastian, then?"
25969,43f9272b-9c41-3046-b55a-bdb483e01894," Fear’st thou that, Antonio? ","Do you doubt that, Antonio?"
25970,40420-1502742209712-15517, How have you made division of yourself? ,How have you divided yourself in two?
25971,40420-1502742223268-60596," An apple, cleft in two, is not more twin   Than these two creatures. Which is Sebastian? ", These two people are as identical as two halves of an apple. Which is Sebastian?
25972,8a9e1775-87af-42fa-a0c4-577cd2529091, Most wonderful! ,It's unbelievable!
25973,40422-1502742240592-15864," Do I stand there? I never had a  brother;   Nor can there be that deity in my nature,   Of here and everywhere. "," Is that me standing there? I never had a brother, and I'm not a god who can be everywhere at once."
25974,40422-1502742247987-30106," I had a sister,   Whom the blind waves and surges have devoured. "," I had a sister, but she was drowned by the cruel ocean."
25975,40422-1502742254088-35013," Of charity, what kin are you to me?   What countryman? What name? What parentage? "," Please tell me, are you related to me? What country are you from? What is your name? Who are your parents?"
25976,40423-1502742261524-71766," Of Messaline. Sebastian was my father;   Such a Sebastian was my brother too, ","I am from Messaline. Sebastian was my father, and my brother was also named Sebastian."
25977,40423-1502742270504-55467, So went he suited to his watery tomb , He was dressed just like you when he drowned. 
25978,40423-1502742276600-24022, If spirits can assume both form and suit   You come to fright us. ,"If ghosts can take on human forms and clothes, then you must be here to frighten us."
25979,40424-1502742311431-63298," A spirit I am indeed,   But am in that dimension grossly clad   Which from the womb I did participate. ","I am a spirit indeed, as I have a soul. But my spirit wears the same earthly form that I've had since I was born. I"
25980,40424-1502742318372-77818," Were you a woman, as the rest goes even, ",f you were only a woman—since everything else about you fits—
25981,38a98f94-cefc-68f0-2ded-f471c767f9d6, My father had a mole upon his brow. ,My father had a mole on his forehead.
25982,3bb37845-50c4-8ff6-b725-24d36d8ee767, And so had mine. ,Mine did too.
25983,5db5c26a-d0d5-1b26-72a4-42e5098ecc12, And died that day when Viola from her birth Had numbered thirteen years. ,And he died on the day that Viola turned thirteen.
25984,a20a2473-21ba-9eb9-ded5-caceb0260b30," Oh, that record is lively in my soul!  He finished indeed his mortal act That day that made my sister thirteen years. ","Oh, that memory is still so vivid to me! He did indeed die on the day my sister turned thirteen."
25985,40429-1502742439452-61211," If nothing lets to make us happy both   But this my masculine usurped attire,   Do not embrace me till each circumstance   Of place, time, fortune, do cohere and jump   That I am Viola. ","If the only thing keeping us from being happy is my deceptive masculine clothes, then don't hug me until every circumstance of place, time, and luck fit together and prove that I am Viola."
25986,40429-1502742447683-19958," Which to confirm,   I’ll bring you to a captain in this town,   Where lie my maiden weeds, by whose gentle help   I was preserved to serve this noble count. "," To confirm this, I'll take you to a captain in this town who has been keeping my woman's clothing, and who saved my life so that I might serve this noble Duke."
25987,40429-1502742454309-22518, All the occurrence of my fortune since   Hath been between this lady and this lord. , Everything that's happened to me since then has involved this lady and this lord.
25988,40430-1502742542945-22964," So comes it, lady, you have been mistook.   But nature to her bias drew in that. "," So you've been mistaken, my lady. But nature has fixed everything and drawn you to your natural orientation.  Your love for Cesario was really an inclination for someone like me."
25989,40430-1502742550698-64199, You would have been contracted to a maid; ," You wanted to be married to a maiden,"
25990,40430-1502742557569-6079," Nor are you therein, by my life, deceived.   You are betrothed both to a maid and man. "," but you weren't actually deceived about that, given that you believed you were married to my sister."
25991,40431-1502742572015-11944, Be not amazed. Right noble is his blood. ,Don't be shocked.  His blood is pure and noble .
25992,40431-1502742580262-13316," If this be so, as yet the glass seems true,   I shall have share in this most happy wreck. ",@
25993,40431-1502742585622-53452," Boy, thou hast said to me a thousand times   Thou never shouldst love woman like to me. "," Boy, you've said to me a thousand times that you'd never love a woman like you love me."
25994,40432-1502742593266-1446, And all those sayings will I overswear; ,"Everything I said before I'll promise once again,"
25995,40432-1502742598864-75183, And those swearings keep as true in soul   As doth that orbèd continent the fire   That severs day from night. , and I'll keep my promises in my soul like fire is kept in the sun.
25996,ae2b5929-ca53-c1dd-8a3d-91b43fb8d604," Give me thy hand, And let me see thee in thy woman’s weeds. ","Give me your hand, and let me see you in your woman's clothes."
25997,40434-1502742612173-5864, The captain that did bring me first on shore   Hath my maid’s garments. ,The captain who first brought me to shore has my woman's clothing.
25998,40434-1502742618585-62260," He, upon some action,   Is now in durance at Malvolio’s suit,   A gentleman and follower of my lady’s. ","He has some legal charge against him, and is in prison because he's been sued by Malvolio—a gentleman and a servant of my lady's."
25999,932301e3-c4f7-5e90-3a50-e8abf989e939, He shall enlarge him. ,He'll release him.
26000,40437-1502742627193-8697," Fetch Malvolio hither:   And yet, alas, now I remember me,   They say, poor gentleman, he’s much distract. ","Bring Malvolio here—but no, now I remember, they say that the poor gentleman is mentally confused. "
26001,40437-1503362284850-8171, A most extracting frenzy of mine own   From my remembrance clearly banished his. ,My own distracting madness made me forget all about him. 
26002,40437-1503362290242-31396," (to FOOL)   How does he, sirrah? ","[To the FOOL]  How is he, fool?"
26003,40438-1502742642841-5689," Truly, madam, he holds Beelzebub at the staves' end as  well as a man in his case may do. ","Truly, madam, he keeps the devil away as well as a man in his situation can."
26004,40438-1502742651331-37257," Has here writ a letter to you. I should have given ’t you today morning, but  as a madman’s epistles are no gospels, so it skills not  much when they are delivered. "," He's written a letter to you here. I should have given it to you this morning, but a madman's letters aren't gospel truth, so it doesn't matter too much when they're delivered."
26005,ac425e18-e03d-7a66-88d3-fd89fedca1c1," Open ’t, and read it. ","Open it, and read it."
26006,744a20f6-312a-02fe-aef4-b5326d4dc11c," Look then to be well edified when the fool delivers the madman.    “By the Lord, madam,”—","Be prepared to learn a lot now, for a fool is reciting the words of a madman.  ""By God, madam,""—"
